locality_id,locality.feature_type_id,locality_type,locality.name,country_id,province,county,city,contained_in
29070,,,"Grandfather Mt Window, North Carolina, United States",228,North Carolina,,,
29071,,,"Grandfather Mtn, North Carolina, Avery Co. (?), United States, North Carolina",228,North Carolina,Avery Co. (?),,
29072,,,"Grandfather Mtn.; Linville City, North Carolina, United States",228,North Carolina,,,
29073,227,Wetland,"Grandma Pumpkin, Alaska",228,Alaska,Nome,,
29074,227,Wetland,"Grandma Rhonda Center, Alaska",228,Alaska,Nome,,
29075,70,Lake,"Grandokken Lake, Minnesota. Location ID: GRDO; Site: 1; Hole: A",228,Minnesota,Douglas,,
29076,70,Lake,"Grandokken Lake, Minnesota. Location ID: GRDO; Site: 1; Hole: B",228,Minnesota,Douglas,,
29077,,,"Grandos (12 Mi E Of), Sonora, Mexico, Sonora",140,Sonora,,,
29078,,,Grandru,74,,,,
29079,189,Mining site,"Grandview Mine, Washington",228,Washington,,,
29080,189,Mining site,"Grandview Mine, Arizona",228,Arizona,Coconino Co.,,
29081,189,Mining site,"Grandview Mine, California",228,California,Inyo Co.,,
29082,189,Mining site,"Grandview Mine, New Mexico",228,New Mexico,Grant Co.,,
29083,,,"Grandview Section, Indiana",228,Indiana,Spencer,,
29084,,,Grange over Sands,227,,,,
29085,,,"Granger (Near), Wyoming, Uinta Co., United States",228,Wyoming,Uinta Co.,,
29086,189,Mining site,"Granger Mine, Montana",228,Montana,Silver Bow Co.,Butte,
29087,189,Mining site,Grangesberg Iron Mine,208,,,,
29088,189,Mining site,"Grangesberg Iron Mine, Kopparberg",208,Kopparberg,,,
29089,,,"Grangesberg, Sweden",208,,,Grangesberg,
29090,,,Granifjallgardur,99,,,,
29091,189,Mining site,"Granisle, British Columbia",38,British Columbia,,,
29092,,,"Granite breccia knob S of main quartzite outcrops, Northern Territory, Australia",13,Northern Territory,,,
29093,,,"Granite Butte, Montana, Lewis and Clark Co., Lincoln, United States",228,Montana,Lewis and Clark Co.,Lincoln,
29094,189,Mining site,"Granite City Steel Mine, Missouri",228,Missouri,Pilot Knob,Pilot Knob,
29095,123,Forearc setting,"Granite Falls, WA, Washington",228,Washington,,,
29096,189,Mining site,"Granite Gap Mine, New Mexico",228,New Mexico,,Mining Districts,
29097,,,"Granite Gap, New Mexico, Hidalgo Co., United States, New Mexico",228,New Mexico,Hidalgo Co.,,
29098,189,Mining site,"Granite Hill Mine, California",228,California,,Grass Valley,
29099,,,"Granite Hill, Vermont",228,Vermont,Shrewsbury,Shrewsbury,
29100,,,Granite Knolls,,,,,
29101,70,Lake,"Granite Lake, Idaho",228,Idaho,Valley,,
29102,189,Mining site,"Granite Mine, Colorado",228,Colorado,Teller Co.,,
29103,189,Mining site,"Granite Mine, Idaho",228,Idaho,Shoshone Co.,,
29104,193,Quarry,"Granite Mountain Quarry, Arkansas",228,Arkansas,Pulaski Co.,Little Rock,
29105,,,"Granite Mountains, San Bernandino Co., California, United States",228,California,,,
29106,,,"Granite Mtn, Wyoming, United States",228,Wyoming,,,
29107,189,Mining site,"Granite Mtn. Mine, Montana",228,Montana,Phillipsburg,Phillipsburg,
29108,,,"Granite Mtns, Amboy, California, United States",228,California,,,
29109,,,"Granite Peak Stock, Montana, Lewis and Clark Co., Lincoln, United States",228,Montana,Lewis and Clark Co.,Lincoln,
29110,193,Quarry,"Granite Pegmatite Quarry, New Hampshire",228,New Hampshire,,,
29111,,,Granite Pillars,,,,,
29112,,,Granite Profile (Whiskey Hill),,,,,
29113,,,"Granite Profile (Whiskey Hill), Idaho",228,Idaho,,,
29114,,,"Granite Quarries, Rhode Island",228,Rhode Island,Westerly,Westerly,
29115,193,Quarry,"Granite Quarry, Massachusetts",228,Massachusetts,,Rockport,
29116,193,Quarry,"Granite Quarry, Pennsylvania",228,Pennsylvania,,,
29117,193,Quarry,"Granite Quarry, Virginia",228,Virginia,,Richmond,
29118,189,Mining site,"Granite Railway Qaurry, Massachusetts",228,Massachusetts,Norfolk Co.,Quincy,
29119,193,Quarry,"Granite Railway Quarry, New Hampshire",228,New Hampshire,,Concord,
29120,189,Mining site,"Granite Reef Mine, Arizona",228,Arizona,Graham Co.,,
29121,,,Granite Spur,,,,,
29122,193,Quarry,"Granite St. Quarry somerville, Massachusetts",228,Massachusetts,Massachusetts,,
29123,189,Mining site,"Granite State (Mine?), Idaho",228,Idaho,Boise Co.,,
29124,113,Mountain Range,"Granite Wash Mountains, Arizona",228,Arizona,,,
29125,,,"Granite Work quarry, New Hampshire, Sullivan County, Burkehaven, United States, New Hampshire",228,New Hampshire,Sullivan County,Burkehaven,
29126,,,"Granite, Colorado, Chaffee Co., United States",228,Colorado,Chaffee Co.,,
29127,,,"Granite, Colorado, United States",228,Colorado,,,
29128,209,Mineralized system,"Granite, Nevada",228,Nevada,Mineral Co.,,
29129,205,Geologic unit,"Granite, Oklahoma",228,Oklahoma,,,
29130,209,Mineralized system,"Granite, Utah",228,Utah,Beaver Co.,,
29131,248,River or stream,Granity Creek,,,,,
29132,,,"Granna (Ne Of), Norra Karr Complex, Location 22, Jankoping, Sweden, Jankoping",208,Jankoping,,,
29133,189,Mining site,"Grant And Hartford Mine, Montana",228,Montana,,,
29134,,,"Grant Co., Gila Bend, New Mexico, United States",228,New Mexico,,,
29135,,,"Grant Co., Greenhorn, Oregon, United States",228,Oregon,,,
29136,,,"Grant Mills, Rhode Island",228,Rhode Island,Cumberland,Cumberland,
29137,189,Mining site,"Grant Mine, California",228,California,,Nevada City,
29138,189,Mining site,"Grant Mine, Durango",140,Durango,,America,
29139,189,Mining site,"Grant Mine, Nevada",228,Nevada,Eureka Co.,Eureka,
29140,,,"Grant Vein, Canada Hill, California, Nevada City, United States",228,California,,Nevada City,
29141,189,Mining site,"Grantham Mine, California",228,California,Death Valley,Death Valley,
29142,,,"Grants (Near), New Mexico, Cibola Co., United States",228,New Mexico,Cibola Co.,,
29143,,,"Grants (Near), New Mexico, United States",228,New Mexico,,Grants,
29144,,,"Grants (Near), New Mexico, Valencia Co., United States",228,New Mexico,Valencia Co.,,
29145,189,Mining site,"Grants Claim, Utah",228,Utah,Emery Co.,,
29146,209,Mineralized system,"Grants District, New Mexico",228,New Mexico,,,
29147,,,"Grants District, New Mexico, United States",228,New Mexico,,,
29148,,,"Grants Melting Works, Colorado, Lake Co., Leadville, United States",228,Colorado,Lake Co.,Leadville,
29149,,,"Grant's Melting Works, Colorado, Lake Co., Leadville, United States",228,Colorado,Lake Co.,Leadville,
29150,,,"Grants Pass (Near), Elliot Creek Ridge, Oregon, Josephine Co., United States",228,Oregon,Josephine Co.,,
29151,205,Geologic unit,"Grants Pass Pluton, Oregon",228,Oregon,,,
29152,,,"Grants Pass, New Mexico, United States",228,New Mexico,,,
29153,,,"Grants Pass, Oregon, Josephine Co., United States",228,Oregon,Josephine Co.,,
29154,,,"Grants Pass, Oregon, United States",228,Oregon,,,
29155,,,"Grants, New Mexico, Cibola Co., United States",228,New Mexico,Cibola Co.,,
29156,,,"Grants, New Mexico, United States",228,New Mexico,,,
29157,,,"Grants, New Mexico, Valencia Co., United States",228,New Mexico,Valencia Co.,,
29158,,,"Grants, Paguate (Near), New Mexico, Valencia Co., United States",228,New Mexico,Valencia Co.,,
29160,193,Quarry,"Grantts Quarry, Alabama",228,Alabama,,,
29161,189,Mining site,"Granview Mine, Arizona",228,Arizona,,,
29162,,,"Granville Co, North Carolina, Granville Co., United States, North Carolina",228,North Carolina,Granville Co.,,
29163,189,Mining site,"Granville Talc Mine, Vermont",228,Vermont,Granville,Granville,
29164,,,"Granville, New York, United States, New York",228,New York,,,
29165,,,"Granville, Ontario, Canada",38,Ontario,,,
29166,,,"Grao Moghol Deposits, Minas Gerais",30,Minas Gerais,Grao Moghol,Grao Moghol,
29167,,,"Grape Creek Canyon, Colorado, Fremont Co., United States",228,Colorado,Fremont Co.,,
29168,,,"Grape Creek Canyon, Colorado, United States",228,Colorado,,,
29169,205,Geologic unit,"Grape Creek Pluton, Texas",228,Texas,,,
29170,189,Mining site,"Graphic Mine, New Mexico",228,New Mexico,Socorro Co.,Kelly,
29171,,,"Graphic Mine, New Mexico, Kelly, United States, New Mexico",228,New Mexico,,Kelly,
29172,189,Mining site,"Graphic Mines, New Mexico",228,New Mexico,Magdalena District,Magdalena District,
29173,255,Mountain stream valley,"Graphite Creek, Kigluaik Mountains, Alaska",228,Alaska,,,
29174,189,Mining site,"Graphite Mine, California",228,California,Sonoma Co.,,
29175,189,Mining site,"Graphite Mine, Rhode Island",228,Rhode Island,Providence,Providence,
29176,112,Mountain,Graphite Peak,,,,,
29177,,,"Graphite, New York, United States, New York",228,New York,,,
29178,220,Island,Graptolite Island,,,,,
29179,,,"Grary, Saone-et-noire, France",74,,,,
29180,,,Gras. of Thorisvatn,99,,,,
29181,,,"Grasac, France",74,,,,
29182,193,Quarry,Grasleben Quarry,81,,,,
29183,,,Grasleysufjoll-NE,99,,,,
29185,189,Mining site,"Grass Valley Mine, Montana",228,Montana,Lewis And Clark Co.,,
29186,,,"Grass Valley Slide Bed Rock In Creek, California, Grass Valley, United States",228,California,,Grass Valley,
29187,,,"Grass Valley, California, Nevada Co., United States",228,California,Nevada Co.,,
29188,,,"Grass Valley, California, United States",228,California,,,
29189,189,Mining site,"Grass Widow Mine, Montana",228,Montana,,,
29190,,,"Grasse Lake, New York, Saint Lawrence Co., United States, New York",228,New York,Saint Lawrence Co.,,
29191,205,Geologic unit,"Grassy Creek Shale, Iowa",228,Iowa,,,
29192,,,"Grassy Creek, North Carolina, Mitchell Co., United States",228,North Carolina,Mitchell Co.,,
29193,,,"Grassy Creek, Virginia, Henry Co., United States",228,Virginia,Henry Co.,,
29194,,,"Grassy foothill W. base of Madison Plateau, Wyoming, United States",228,Wyoming,,,
29195,,,"Grassy Lake Reservoir; E end of dam, Wyoming, Teton Co., United States",228,Wyoming,Teton Co.,,
29196,70,Lake,"Grassy Lake, Illinois. Location ID: GRAS; Site: 1; Hole: A",228,Illinois,Union,,
29197,70,Lake,"Grassy Lake, Illinois. Location ID: GRAS; Site: 1; Hole: B",228,Illinois,Union,,
29198,70,Lake,"Grassy Lake, Illinois. Location ID: GRAS; Site: 2; Hole: A",228,Illinois,Union,,
29199,70,Lake,"Grassy Lake, Ontario. Location ID: GRA; Site: 1; Hole: A",38,Ontario,,,
29200,70,Lake,"Grassy Lake, Ontario. Location ID: GRA; Site: 1; Hole: B",38,Ontario,,,
29201,227,Wetland,"Grassy Wetland, Manitoba",38,Manitoba,,,
29202,189,Mining site,"Grasty Mine, Virginia",228,Virginia,Campbell Co.,,
29203,189,Mining site,"Gratiot Mine, Michigan",228,Michigan,,,
29204,201,Subsurface fluid reservoir,"Oil or Gas Field, GRATIOT, Michigan",228,Michigan,"GRATIOT, MI",,
29205,,,"Grattan, Ontario, Renfrew Co., Canada",38,Ontario,Renfrew Co.,,
29206,189,Mining site,"Gratto Caldo Mine, Sicily",106,Sicily,,,
29207,112,Mountain,Gratton Nunatak,,,,,
29208,,,"Graubuden, Cornerattel, Switzerland",209,,,,
29209,,,"Graubuenden, Tavetsch, Switzerland, Graubuenden",209,Graubunden,,Tavetsch,
29210,,,"Graubunden Canton, Falotta, Switzerland, Graubunden Canton",209,Graubunden,,Falotta,
29211,,,"Graubunden Canton, La Falotta, Switzerland, Graubunden Canton",209,Graubunden,,La Falotta,
29212,,,"Graubunden, Gonzen, Switzerland, Graubunden",209,Graubunden,Gonzen,Gonzen,
29213,,,"Graubunden, Grapteig, Switzerland, Graubunden",209,Graubunden,Grapteig,Grapteig,
29214,,,"Graubunden, Lugnatz, Switzerland",209,,,,
29215,,,"Graubunden, Lukmanier, Switzerland",209,,,,
29216,,,"Graubunden, Switzerland",209,Graubunden,Graubunden,,
29217,,,"Switzerland Ca., Graubunden Ca., Switzerland Ca. Val Giuv, Tavetsch (?)., Graubunden Ca., Switzerland, Graubunden Ca.",209,Graubunden,,,
29218,,,"Graubunden, Tarasp, Switzerland, Graubunden",209,Graubunden,Tarasp,Tarasp,
29219,,,"Graubunden, Tarasp, Vulpera, Switzerland",209,,,,
29220,,,"Graubunden, Tavetsch, Switzerland",209,Graubunden,Tavetsch,Tavetsch,
29221,,,"Graubunden, Val Giuf, Switzerland",209,,,,
29222,,,"Graubunden, Valser Thal, Piz Aul, Switzerland",209,,,,
29223,,,"Graul, Germany, Near Schwarzenberg",,,,,
29224,,,"Graul, Saxony, Germany",81,Saxony,,,
29225,,,"Graul, Schwarzenberg (Near), Saxony, Germany",81,Saxony,,,
29226,,,"Gravatts Mill, Virginia",228,Virginia,King William,,
29227,,,"grave pit, burial bowl",227,,,,
29228,,,"Gravel Beds, California",228,California,California,,
29229,193,Quarry,"Gravel Creek quarry, Alabama",228,Alabama,Wilcox,Camden South,
29230,,,"Gravel Creek type locality, Alabama",228,Alabama,Wilcox,,
29231,,,"Gravel Creek, Alabama",228,Alabama,Wilcox,Camden South,
29232,,,"Gravel Hill Church, Alabama",228,Alabama,Escambia,,
29233,189,Mining site,"Gravel Hill Mine, England",227,England,Cornwall,,
29234,70,Lake,"Gravel Lake, New Mexico",228,New Mexico,Colfax,,
29235,,,"gravel pit 5 m e of bowlegs hwy 59seminole co., oklahoma",228,oklahoma,oklahoma,,
29236,189,Mining site,"Gravel Pit, Connecticut",228,Connecticut,,,
29237,189,Mining site,"Gravel Pit, Maryland",228,Maryland,Montgomery Co.,,
29238,189,Mining site,"Gravel Pit, Montana",228,Montana,,,
29239,205,Geologic unit,"Gravel Point Formation, Michigan",228,Michigan,,Charlevoix,
29240,193,Quarry,"Gravel quarry, Colima-Jalisco border",140,Colima-Jalisco border,,,
29241,,,"Gravelly Range, Montana",228,Montana,,,
29242,,,"Gravelotte (Near), Transvaal, South Africa, Transvaal",200,Transvaal,,,
29243,,,"Gravelotte, Transvaal, South Africa, Transvaal",200,Transvaal,,,
29244,,,"Gravenoire, Puy-de-dome",74,Puy de Dome,Puy-de-dome,,
29245,,,"Graves Mountain, Georgia, Lincoln Co., United States",228,Georgia,Lincoln Co.,,
29246,209,Mineralized system,"Graves Mtn, Georgia",228,Georgia,,,
29247,,,"Graves Mtn, Georgia, Lincoln Co., United States",228,Georgia,Lincoln Co.,,
29248,,,"Graves Mtn, Georgia, United States",228,Georgia,,,
29249,,,"Graves Mtn. (?), Georgia, United States",228,Georgia,,,
29250,,,"Graves Mtn., Georgia",228,Georgia,Lincolnton,Lincolnton,
29251,,,"Gravesend, England, United Kingdom",227,England,,,
29252,,,"Gravesend, North Carolina, United States",228,North Carolina,,,
29253,178,River system,Graveyard Canyon,,,,,
29254,,,"Graveyard Point Area, Idaho",228,Idaho,Graveyard Point Area,Graveyard Point Area,
29255,,,"Graveyard Point, Homedale (Near), Idaho, United States",228,Idaho,,,
29256,,,"Graveyard Point, Idaho, United States",228,Idaho,,,
29257,,,"Graveyard Point, Oregon, United States",228,Oregon,,,
29258,,,"Graveyard Point, W Of Homedale Idaho, Oregon, , Oregon",,Oregon,,,
29259,,,"Graveyard Point, W Of Homedale Idaho, Oregon, United States",228,Oregon,,,
29260,220,Island,"Gravina Island, British Columbia",38,British Columbia,,,
29261,189,Mining site,"Gray Eagle Mine, Montana",228,Montana,,Butte,
29262,189,Mining site,"Gray Eagle Mine, Oregon",228,Oregon,Baker Co.,Winchester,
29263,189,Mining site,"Gray Eagle No. 2 Claim, Nevada",228,Nevada,Nye Co.,,
29264,,,"Gray Eagle Property, Idaho, Lemhi Co., United States",228,Idaho,Lemhi Co.,,
29265,193,Quarry,"Gray Granite Quarry, Arkansas",228,Arkansas,Pulaski Co.,,
29266,,,Gray Hill,,,,,
29267,189,Mining site,Gray Horse Mine,172,,,Benguet,
29268,220,Island,"Gray Island, Scotland",227,Scotland,,,
29269,189,Mining site,"Gray Knox Marble Company, Tennessee",228,Tennessee,,Knoxville,
29270,201,Subsurface fluid reservoir,"Oil or Gas Field, GRAY, Texas",228,Texas,GRAY,,
29271,112,Mountain,Gray Peak,,,,,
29272,189,Mining site,"Gray Rock Mine, Montana",228,Montana,Silver Bow Co.,Butte,
29273,189,Mining site,"Gray Rock Mine, Utah",228,Utah,Tooele Co.,,
29274,189,Mining site,"Gray Rock Property, British Columbia",38,British Columbia,,,
29275,189,Mining site,"Gray Silver Mine, Maine",228,Maine,,Blue Hill,
29276,,,Gray Spur,,,,,
29277,,,"Gray, Maine, United States",228,Maine,,,
29278,,,"Michigan, Grayling Location, United States, Michigan",228,Michigan,,Grayling Location,
29279,189,Mining site,"Grays Mine, New Jersey",228,New Jersey,Hunterdon Co.,Lebanon,
29280,,,"Gray's Pasture, Utah",228,Utah,Grand,,
29281,193,Quarry,"Grays Quarry, Illinois",228,Illinois,Hamilton,Hamilton,
29283,,,"Grays Ranch, Oregon",228,Oregon,Paulina,Paulina,
29284,201,Subsurface fluid reservoir,"Oil or Gas Field, GRAYSON, Texas",228,Texas,GRAYSON,,
29285,,,"Greaser Gulch, California, Mariposa Co., United States",228,California,Mariposa Co.,,
29286,,,"Greason, Pennsylvania, Cumberland Co., United States",228,Pennsylvania,Cumberland Co.,,
29287,133,Floodplain,Greasy Creek,,,,,
29288,189,Mining site,"Great American Mine, Arizona",228,Arizona,Cochise Co.,Sulphur Spring Valley,
29289,189,Mining site,"Great Australia mine, Queensland",13,Queensland,Cloncurry,Cloncurry,
29291,,,"Great Australian Bight, South Australia, Australia, South Australia",13,South Australia,,,
29292,,,"Great Australian Bight, South Australia, Australia, Tasmania",13,Tasmania,,,
29293,189,Mining site,"Great Australian Mine, Queensland",13,Queensland,Cloncurry,Cloncurry,
29294,,,"Great Barrington, Massachusetts, United States",228,Massachusetts,,,
29295,189,Mining site,"Great Basin Mine, Utah",228,Utah,Tooele Co.,,
29296,189,Mining site,"Great Beam Mine, England",227,England,Cornwall And Isles Of Scilly,,
29297,,,"Great Bear Lake, Canada",38,,,,
29298,,,"Great Bear Lake, La Bine Point, Northwest Territories, Canada, Northwest Territories",38,Northwest Territories,,,
29299,,,"Great Bear Lake, Northwest Territories",38,Northwest Territories,Northwest Territories,,
29300,,,"Great Bear Lake, Northwest Territories, Canada, Northwest Territories",38,Northwest Territories,,,
29301,,,"Great Bear Lake, Ontario, Canada",38,Ontario,,,
29302,,,"Great Bear Lake, Saskatchewan",38,Saskatchewan,Saskatchewan,,
29303,,,"Great Bear Lake; Radium (Near), Northwest Territories, Canada, Northwest Territories",38,Northwest Territories,,,
29304,189,Mining site,"Great Bear Mine, Nevada",228,Nevada,,,
29305,,,"Great Bear Mtn, Northwest Territories, Canada, Northwest Territories",38,Northwest Territories,,,
29306,189,Mining site,"Great Belcher Mine, Arizona",228,Arizona,,,
29307,189,Mining site,"Great Bend Mine, Nevada",228,Nevada,,Goldfield,
29308,,,"Great Bend Of The Rio Grande, Texas, United States",228,Texas,,,
29309,189,Mining site,"Great Boulder Mine, Western Australia",13,Western Australia,Kalgoorlie,Kalgoorlie,
29310,,,"Great Boulder Property, Western Australia, Australia, Western Australia",13,Western Australia,,,
29311,220,Island,"Great Britain Island, England",227,England,Cambridgeshire,Cambridge,
29312,220,Island,"Great Britain Island, Scotland",227,Scotland,Aberdeen,Ballater,
29313,220,Island,"Great Britain Island, Wales",227,Wales,,Anglesey Monument,
29314,,,"Great Brook, Vermont, United States",228,Vermont,,,
29315,189,Mining site,"Great Cobar Mine, New South Wales",13,New South Wales,,Cobar,
29316,189,Mining site,"Great Consol Mine, England",227,England,Devonshire,Tavistock,
29317,,,"Great Consols, Devon",227,Devon,Devon,,
29318,189,Mining site,"Great Cornwall Mine, Pennsylvania",228,Pennsylvania,Lebanon Co.,,
29319,,,Great Dyke,,,,,
29320,205,Geologic unit,Great Dyke Of Rhodesia,,,,,
29321,189,Mining site,"Great Eagle Mine, New Mexico",228,New Mexico,,Red Rock Post Office,
29322,189,Mining site,"Great Eastern Mine, Alaska",228,Alaska,,,
29323,189,Mining site,"Great Eastern Mine, California",228,California,Sonoma Co.,Guerneville,
29324,189,Mining site,"Great Eastern Mine, Nevada",228,Nevada,,,
29325,189,Mining site,"Great Eastern Mine, Wisconsin",228,Wisconsin,,,
29326,,,"Great Falls Creek trail, Boulder Valley, Montana, United States",228,Montana,,,
29327,189,Mining site,"Great Falls Mine, Maryland",228,Maryland,Great Falls,Great Falls,
29328,,,"Great Falls, Maryland, Montgomery Co., United States",228,Maryland,Montgomery Co.,,
29329,,,"Great Falls, Maryland, United States",228,Maryland,,,
29330,,,"Great Falls, Virginia, United States",228,Virginia,,,
29331,248,River or stream,Great Fish River,200,,,,
29332,,,"Great Geyser, Iceland",99,,,,
29333,220,Island,"Great Haste Island, Massachusetts",228,Massachusetts,Essex Co.,,
29334,189,Mining site,"Great Hexworthy Mine, England",227,England,Devon,,
29335,189,Mining site,"Great Hope Mine, Colorado",228,Colorado,Lake Co.,Leadville,
29336,,,"Great Island District, Colorado, United States",228,Colorado,,,
29337,220,Island,"Great La Cloche Island, Ontario",38,Ontario,,Manitoulin,
29338,,,"Great Lake well, North Carolina",228,North Carolina,Craven,Hadnot Creek,
29339,,,"Great Lake, Central Africa,",,,,,
29340,,,Great Meteor Bank,,,,,
29341,178,River system,Great Miami,228,,,,
29342,248,River or stream,"Great Miami River , Ohio",228,Ohio,,,
29343,178,River system,"Great Miami, Ohio",228,Ohio,,Cincinnati,
29344,189,Mining site,"Great Mine, California",228,California,California,,
29345,189,Mining site,"Great North Mine, New South Wales",13,New South Wales,,Fairfield,
29346,189,Mining site,"Great Northern Mine, Oregon",228,Oregon,,,
29347,189,Mining site,"Great Northern Seam, New South Wales",13,New South Wales,,Teralba,
29348,189,Mining site,"Great Northwestern Mine, Idaho - Montana",228,Idaho - Montana,,Troy,
29349,193,Quarry,"Great Notch Quarry, New Jersey",228,New Jersey,West Paterson,West Paterson,
29350,,,"Great Notch Reservoir, New Jersey, Passaic Co., United States, New Jersey",228,New Jersey,Passaic Co.,,
29351,,,"Great Notch Tunnel, New Jersey",228,New Jersey,New Jersey,,
29352,,,"Great Notch, New Jersey",228,New Jersey,New Jersey,,
29353,,,"Great Notch, New Jersey, Essex Co., United States",228,New Jersey,Essex Co.,,
29354,,,"Great Notch, New Jersey, Passaic Co., United States",228,New Jersey,Passaic Co.,,
29355,,,"Great Notch, Route 6 Roadcut, New Jersey, Passaic Co., United States",228,New Jersey,Passaic Co.,,
29356,,,Great Orme,227,,,,
29357,189,Mining site,Great Orme Mine,227,,,,
29358,189,Mining site,"Great Outburst Mine, Virginia",228,Virginia,Carroll County,Fries (near),
29359,248,River or stream,"Great Pee Dee River, South Carolina",228,South Carolina,,Marion,
29361,189,Mining site,"Great Perran Iron Lode, England",227,England,Cornwall And Isles Of Scilly,,
29362,,,Great Point,244,,,,
29363,,,"Great Point, California, United States",228,California,,,
29365,189,Mining site,"Great Republic Mine, Idaho - Washington",228,Idaho - Washington,,,
29366,189,Mining site,"Great Republic Mine, Nevada",228,Nevada,Eureka Co.,,
29367,189,Mining site,"Great Republic Mine, New Mexico",228,New Mexico,,Phillipsburg,
29368,189,Mining site,"Great Republic Mine, Utah",228,Utah,Tooele Co.,Gold Hill,
29369,189,Mining site,"Great Retallack Mine, Cornwall",227,Cornwall,Perranporth,Perranporth,
29370,,,"Great Salt Lake (Near), Utah, Tooele Co., United States",228,Utah,Tooele Co.,,
29371,189,Mining site,"Great Salt Lake Tunnel Mine, Utah",228,Utah,,,
29372,,,"Great Salt Lake, Black Rock (Near), Utah, United States",228,Utah,,,
29373,70,Lake,"Great Salt Lake, UT",228,Utah,,,
29374,70,Lake,"Great Salt Lake, Utah",228,Utah,Utah,,
29377,70,Lake,"Great Salt Lake, Utah. Antelope Island Causeway",228,Utah,,,
29378,70,Lake,"Great Salt Lake, Utah. Black Rock East",228,Utah,Salt Lake,,
29379,70,Lake,"Great Salt Lake, Utah. Black Rock West",228,Utah,Davis,,
29380,70,Lake,"Great Salt Lake, Utah. Bridger Bay",228,Utah,,,
29381,70,Lake,"Great Salt Lake, Utah. Bridger Bay 2015 shoreline",228,Utah,,,
29382,70,Lake,"Great Salt Lake, Utah. Flying Spot",228,Utah,,,
29383,70,Lake,"Great Salt Lake, Utah. Great Salt Lake State Park",228,Utah,,,
29384,70,Lake,"Great Salt Lake, Utah. Ladyfinger Point",228,Utah,,,
29385,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 1; Hole: A",228,Utah,Box Elder,,
29386,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 1; Hole: B",228,Utah,Box Elder,,
29387,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 1; Hole: C",228,Utah,Box Elder,,
29388,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 2; Hole: A",228,Utah,Box Elder,,
29389,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 2; Hole: B",228,Utah,Box Elder,,
29390,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 2; Hole: C",228,Utah,Box Elder,,
29391,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 3; Hole: A",228,Utah,Box Elder,,
29392,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 3; Hole: B",228,Utah,Box Elder,,
29393,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 4; Hole: A",228,Utah,Box Elder,,
29394,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 4; Hole: B",228,Utah,Box Elder,,
29395,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 4; Hole: C",228,Utah,Box Elder,,
29396,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 4; Hole: D",228,Utah,Box Elder,,
29397,70,Lake,"Great Salt Lake, Utah. Location ID: GSL; Site: 4; Hole: E",228,Utah,Box Elder,,
29398,70,Lake,"Great Salt Lake, Utah. Miera Spit",228,Utah,Davis,,
29399,70,Lake,"Great Salt Lake, Utah. South Antelope Island",228,Utah,Davis,,
29400,70,Lake,"Great Salt Lake, Utah. Spiral Jetty",228,Utah,,,
29401,8,Earth Interior,"Great Salt Lake, Utah. TG Well Matlin-1",228,Utah,Box Elder,,
29402,8,Earth Interior,"Great Salt Lake, Utah. TG Well Rozel-1",228,Utah,Millard,,
29403,,,"Great Salt Plains Reservoir, Oklahoma, Alfalfa Co., United States, Oklahoma",228,Oklahoma,Alfalfa Co.,,
29404,,,"Great Salt Plains, Oklahoma, Alfalfa Co., United States, Oklahoma",228,Oklahoma,Alfalfa Co.,,
29405,,,"Great Salt Plains; Cherokee, Oklahoma, Alfalfa Co., United States, Oklahoma",228,Oklahoma,Alfalfa Co.,,
29406,,,"Great Sand Sea, Western Desert, Egypt",123,,,,
29407,70,Lake,"Great Slave Lake, Northwest Territories. Location ID: CGSL; Site: 1; Hole: A",38,Northwest Territories,,,
29408,70,Lake,"Great Slave Lake, Northwest Territories. Location ID: CGSL; Site: 2; Hole: A",38,Northwest Territories,,,
29409,70,Lake,"Great Slave Lake, Northwest Territories. Location ID: CGSL; Site: 3; Hole: A",38,Northwest Territories,,,
29410,,,"Great Smoky Mtns., Cave Bluff, Tennessee, Sevier Co., United States",228,Tennessee,Sevier Co.,,
29411,189,Mining site,"Great Southern Graphite Co., 350 Ft. Level, Alabama",228,Alabama,Clay Co.,,
29412,189,Mining site,"Great Southern Mine, Arizona",228,Arizona,Yavapai Co.,,
29413,189,Mining site,"Great Southern Mines, Arizona",228,Arizona,Yavapai Co.,,
29414,189,Mining site,"Great Sovereign Mine, Western Australia",13,Western Australia,Bulong,Bulong,
29415,189,Mining site,"Great Sw Graphite Mine, Texas",228,Texas,Burnet Co.,,
29416,227,Wetland,"Great Sydney Heath, Maine",228,Maine,Kennebec,,
29417,,,"Great Terrace, Mexico",140,,,Great Terrace,
